CustomerKey,OrderDate,SalesAmount,TotalProductCost,SalesOrderLineNumber,OrderQuantity
24669,05-02-2013,2384.07,1481.9379,1,1
24669,05-02-2013,34.99,13.0863,2,1
21602,05-02-2013,539.99,343.6496,1,1
21602,05-02-2013,8.99,3.3623,2,1
21021,05-02-2013,539.99,343.6496,1,1
21021,05-02-2013,21.49,8.0373,2,1
21021,05-02-2013,3.99,1.4923,3,1
21021,05-02-2013,63.5,23.749,4,1
18302,05-02-2013,2443.35,1554.9479,1,1
18302,05-02-2013,7.95,2.9733,2,1
11480,06-02-2013,2294.99,1251.9813,1,1
11480,06-02-2013,4.99,1.8663,2,1
11480,06-02-2013,9.99,3.7363,3,1
13668,06-02-2013,8.99,6.9223,1,1
13668,06-02-2013,69.99,26.1763,2,1
14053,06-02-2013,49.99,38.4923,1,1
14053,06-02-2013,8.99,6.9223,2,1
19087,06-02-2013,2.29,0.8565,1,1
19087,06-02-2013,7.95,2.9733,2,1
28333,06-02-2013,53.99,41.5723,1,1
28971,06-02-2013,24.99,9.3463,1,1
28971,06-02-2013,2.29,0.8565,2,1
11284,06-02-2013,2.29,0.8565,1,1
11284,06-02-2013,7.95,2.9733,2,1
29040,06-02-2013,4.99,1.8663,1,1
29040,06-02-2013,34.99,13.0863,2,1
26272,06-02-2013,3.99,1.4923,1,1
26272,06-02-2013,21.49,8.0373,2,1
26272,06-02-2013,34.99,13.0863,3,1
13944,06-02-2013,28.99,10.8423,1,1
13944,06-02-2013,4.99,1.8663,2,1
13944,06-02-2013,2.29,0.8565,3,1
23784,06-02-2013,29.99,11.2163,1,1
23784,06-02-2013,4.99,1.8663,2,1
25849,06-02-2013,24.99,9.3463,1,1
25849,06-02-2013,2.29,0.8565,2,1
25849,06-02-2013,7.95,2.9733,3,1
23824,06-02-2013,29.99,11.2163,1,1
23824,06-02-2013,4.99,1.8663,2,1
23824,06-02-2013,34.99,13.0863,3,1
23695,06-02-2013,4.99,1.8663,1,1
23695,06-02-2013,29.99,11.2163,2,1
23695,06-02-2013,21.98,8.2205,3,1
23695,06-02-2013,34.99,13.0863,4,1
23695,06-02-2013,49.99,38.4923,5,1
23695,06-02-2013,8.99,6.9223,6,1
20343,06-02-2013,69.99,26.1763,1,1
18569,06-02-2013,4.99,1.8663,1,1
17540,06-02-2013,4.99,1.8663,1,1
17540,06-02-2013,8.99,6.9223,2,1
27441,06-02-2013,69.99,26.1763,1,1
27441,06-02-2013,8.99,6.9223,2,1
13285,06-02-2013,4.99,1.8663,1,1
13285,06-02-2013,7.95,2.9733,2,1
29130,06-02-2013,4.99,1.8663,1,1
29130,06-02-2013,2.29,0.8565,2,1
23679,06-02-2013,4.99,1.8663,1,1
23679,06-02-2013,34.99,13.0863,2,1
14512,06-02-2013,4.99,1.8663,1,1
14512,06-02-2013,34.99,13.0863,2,1
21581,06-02-2013,21.98,8.2205,1,1
21581,06-02-2013,2.29,0.8565,2,1
14145,06-02-2013,21.98,8.2205,1,1
14145,06-02-2013,2.29,0.8565,2,1
16539,06-02-2013,24.99,9.3463,1,1
16539,06-02-2013,4.99,1.8663,2,1
16539,06-02-2013,53.99,41.5723,3,1
20138,06-02-2013,29.99,11.2163,1,1
20138,06-02-2013,4.99,1.8663,2,1
20138,06-02-2013,34.99,13.0863,3,1
20138,06-02-2013,49.99,38.4923,4,1
17771,06-02-2013,29.99,11.2163,1,1
17771,06-02-2013,4.99,1.8663,2,1
17771,06-02-2013,34.99,13.0863,3,1
20981,06-02-2013,63.5,23.749,1,1
20981,06-02-2013,4.99,1.8663,2,1
20944,06-02-2013,3.99,1.4923,1,1
20944,06-02-2013,159,59.466,2,1
20944,06-02-2013,63.5,23.749,3,1
26414,06-02-2013,28.99,10.8423,1,1
26414,06-02-2013,24.49,9.1593,2,1
26414,06-02-2013,4.99,1.8663,3,1
14604,06-02-2013,35,13.09,1,1
12050,06-02-2013,2319.99,1265.6195,1,1
12050,06-02-2013,35,13.09,2,1
12050,06-02-2013,4.99,1.8663,3,1
12050,06-02-2013,21.98,8.2205,4,1
12050,06-02-2013,63.5,23.749,5,1
19771,06-02-2013,539.99,343.6496,1,1
19771,06-02-2013,8.99,3.3623,2,1
19771,06-02-2013,4.99,1.8663,3,1
19771,06-02-2013,34.99,13.0863,4,1
22301,06-02-2013,539.99,343.6496,1,1
22289,06-02-2013,539.99,343.6496,1,1
22289,06-02-2013,21.49,8.0373,2,1
19443,06-02-2013,1120.49,713.0798,1,1
19443,06-02-2013,34.99,13.0863,2,1
19443,06-02-2013,8.99,6.9223,3,1
17251,07-02-2013,29.99,11.2163,1,1
17251,07-02-2013,4.99,1.8663,2,1
17251,07-02-2013,34.99,13.0863,3,1
19954,07-02-2013,3.99,1.4923,1,1
19954,07-02-2013,21.49,8.0373,2,1
19954,07-02-2013,34.99,13.0863,3,1
24890,07-02-2013,4.99,1.8663,1,1
24890,07-02-2013,34.99,13.0863,2,1
26141,07-02-2013,8.99,6.9223,1,1
26141,07-02-2013,69.99,26.1763,2,1
23629,07-02-2013,2443.35,1554.9479,1,1
23629,07-02-2013,4.99,1.8663,2,1
23629,07-02-2013,8.99,6.9223,3,1
23629,07-02-2013,8.99,3.3623,4,1
26420,07-02-2013,2443.35,1554.9479,1,1
11527,07-02-2013,2.29,0.8565,1,1
28301,07-02-2013,2.29,0.8565,1,1
28301,07-02-2013,159,59.466,2,1
12035,07-02-2013,24.99,9.3463,1,1
12035,07-02-2013,4.99,1.8663,2,1
12035,07-02-2013,34.99,13.0863,3,1
11631,07-02-2013,8.99,6.9223,1,1
11631,07-02-2013,3.99,1.4923,1,1
11631,07-02-2013,7.95,2.9733,2,1
11843,07-02-2013,49.99,38.4923,1,1
11843,07-02-2013,24.49,9.1593,2,1
11711,07-02-2013,2.29,0.8565,1,1
11711,07-02-2013,7.95,2.9733,2,1
16133,07-02-2013,3.99,1.4923,1,1
16133,07-02-2013,32.6,12.1924,2,1
16133,07-02-2013,2.29,0.8565,3,1
24393,07-02-2013,3.99,1.4923,1,1
24393,07-02-2013,32.6,12.1924,2,1
11200,07-02-2013,32.6,12.1924,1,1
11200,07-02-2013,2.29,0.8565,2,1
11200,07-02-2013,159,59.466,3,1
12061,07-02-2013,29.99,11.2163,1,1
12061,07-02-2013,4.99,1.8663,2,1
12061,07-02-2013,2.29,0.8565,3,1
22365,07-02-2013,29.99,11.2163,1,1
22365,07-02-2013,2.29,0.8565,2,1
16085,07-02-2013,9.99,3.7363,1,1
16085,07-02-2013,4.99,1.8663,2,1
19695,07-02-2013,24.49,9.1593,1,1
19695,07-02-2013,69.99,26.1763,2,1
16666,07-02-2013,69.99,26.1763,1,1
16666,07-02-2013,53.99,41.5723,2,1
11331,07-02-2013,4.99,1.8663,1,1
11331,07-02-2013,8.99,6.9223,2,1
15198,07-02-2013,4.99,1.8663,1,1
15198,07-02-2013,2.29,0.8565,2,1
13458,07-02-2013,21.98,8.2205,1,1
13458,07-02-2013,9.99,3.7363,2,1
13458,07-02-2013,4.99,1.8663,3,1
13458,07-02-2013,7.95,2.9733,4,1
19080,07-02-2013,4.99,1.8663,1,1
19080,07-02-2013,24.99,9.3463,2,1
14866,07-02-2013,24.99,9.3463,1,1
14866,07-02-2013,3.99,1.4923,2,1
14866,07-02-2013,2.29,0.8565,3,1
17630,07-02-2013,4.99,1.8663,1,1
24561,07-02-2013,3.99,1.4923,1,1
16584,07-02-2013,4.99,1.8663,1,1
16584,07-02-2013,34.99,13.0863,2,1
17628,07-02-2013,4.99,1.8663,1,1
17628,07-02-2013,2.29,0.8565,2,1
12374,07-02-2013,34.99,13.0863,1,1
11666,07-02-2013,2294.99,1251.9813,1,1
11666,07-02-2013,4.99,1.8663,2,1
11666,07-02-2013,35,13.09,3,1
11666,07-02-2013,34.99,13.0863,4,1
11683,07-02-2013,2294.99,1251.9813,1,1
11683,07-02-2013,4.99,1.8663,2,1
11683,07-02-2013,9.99,3.7363,3,1
11683,07-02-2013,8.99,6.9223,4,1
20159,07-02-2013,539.99,343.6496,1,1
20159,07-02-2013,8.99,3.3623,2,1
20159,07-02-2013,4.99,1.8663,3,1
20159,07-02-2013,34.99,13.0863,4,1
20157,07-02-2013,539.99,343.6496,1,1
24523,07-02-2013,2384.07,1481.9379,1,1
24523,07-02-2013,4.99,1.8663,2,1
24523,07-02-2013,8.99,3.3623,3,1
24523,07-02-2013,34.99,13.0863,4,1
24523,07-02-2013,49.99,38.4923,5,1
24523,07-02-2013,8.99,3.3623,6,1
23750,07-02-2013,1120.49,713.0798,1,1
23750,07-02-2013,34.99,13.0863,2,1
22288,07-02-2013,539.99,343.6496,1,1
22288,07-02-2013,21.49,8.0373,2,1
19534,07-02-2013,1120.49,713.0798,1,1
19534,07-02-2013,8.99,6.9223,2,1
19534,07-02-2013,49.99,38.4923,3,1
25612,07-02-2013,539.99,343.6496,1,1
25612,07-02-2013,34.99,13.0863,2,1
25626,07-02-2013,539.99,343.6496,1,1
25626,07-02-2013,8.99,3.3623,2,1
14426,07-02-2013,2384.07,1481.9379,1,1
18307,07-02-2013,2443.35,1554.9479,1,1
18252,08-02-2013,2443.35,1554.9479,1,1
11412,08-02-2013,2294.99,1251.9813,1,1
11412,08-02-2013,21.98,8.2205,2,1
11412,08-02-2013,9.99,3.7363,3,1
11412,08-02-2013,4.99,1.8663,4,1
11412,08-02-2013,34.99,13.0863,5,1
11250,08-02-2013,2294.99,1251.9813,1,1
11250,08-02-2013,9.99,3.7363,2,1
11250,08-02-2013,34.99,13.0863,3,1
14053,08-02-2013,24.99,9.3463,1,1
14053,08-02-2013,2.29,0.8565,2,1
14231,08-02-2013,24.99,9.3463,1,1
21190,08-02-2013,4.99,1.8663,1,1
21190,08-02-2013,35,13.09,2,1
21190,08-02-2013,2.29,0.8565,3,1
16608,08-02-2013,32.6,12.1924,1,1
16608,08-02-2013,3.99,1.4923,2,1
16608,08-02-2013,34.99,13.0863,3,1
18290,08-02-2013,8.99,6.9223,1,1
20839,08-02-2013,1700.99,1082.51,1,1
20839,08-02-2013,24.99,9.3463,2,1
20839,08-02-2013,2.29,0.8565,3,1
14087,08-02-2013,159,59.466,1,1
23618,08-02-2013,2443.35,1554.9479,1,1
23618,08-02-2013,8.99,3.3623,2,1
23618,08-02-2013,4.99,1.8663,3,1
23618,08-02-2013,24.49,9.1593,4,1
11619,08-02-2013,34.99,13.0863,1,1
11091,08-02-2013,53.99,41.5723,1,1
11234,08-02-2013,3.99,1.4923,1,1
11234,08-02-2013,34.99,13.0863,2,1
11287,08-02-2013,24.99,9.3463,1,1
11287,08-02-2013,3.99,1.4923,2,1
11287,08-02-2013,2.29,0.8565,3,1
11287,08-02-2013,7.95,2.9733,4,1
28764,08-02-2013,24.99,9.3463,1,1
28764,08-02-2013,2.29,0.8565,2,1
26468,08-02-2013,24.99,9.3463,1,1
26468,08-02-2013,2.29,0.8565,2,1
24829,08-02-2013,32.6,12.1924,1,1
24829,08-02-2013,2.29,0.8565,2,1
24516,08-02-2013,32.6,12.1924,1,1
24516,08-02-2013,3.99,1.4923,2,1
24516,08-02-2013,2.29,0.8565,3,1
25844,08-02-2013,24.99,9.3463,1,1
18604,08-02-2013,4.99,1.8663,1,1
18604,08-02-2013,29.99,11.2163,2,1
18604,08-02-2013,2.29,0.8565,3,1
23088,08-02-2013,29.99,11.2163,1,1
23088,08-02-2013,2.29,0.8565,2,1
20391,08-02-2013,9.99,3.7363,1,1
20391,08-02-2013,4.99,1.8663,2,1
20391,08-02-2013,8.99,3.3623,3,1
17368,08-02-2013,4.99,1.8663,1,1
18583,08-02-2013,69.99,26.1763,1,1
18583,08-02-2013,49.99,38.4923,2,1
18757,08-02-2013,69.99,26.1763,1,1
18757,08-02-2013,8.99,3.3623,2,1
26348,08-02-2013,4.99,1.8663,1,1
26348,08-02-2013,34.99,13.0863,2,1
26348,08-02-2013,49.99,38.4923,3,1
16119,08-02-2013,4.99,1.8663,1,1
16119,08-02-2013,8.99,3.3623,2,1
14465,08-02-2013,4.99,1.8663,1,1
14465,08-02-2013,2.29,0.8565,2,1
21111,08-02-2013,29.99,11.2163,1,1
21111,08-02-2013,4.99,1.8663,2,1
21111,08-02-2013,2.29,0.8565,3,1
22491,08-02-2013,4.99,1.8663,1,1
22455,08-02-2013,4.99,1.8663,1,1
22455,08-02-2013,24.49,9.1593,2,1
29451,08-02-2013,21.49,8.0373,1,1
29451,08-02-2013,3.99,1.4923,2,1
26904,08-02-2013,28.99,10.8423,1,1
25645,08-02-2013,21.49,8.0373,1,1
11233,08-02-2013,35,13.09,1,1
11233,08-02-2013,21.98,8.2205,2,1
11233,08-02-2013,34.99,13.0863,3,1
11233,08-02-2013,49.99,38.4923,4,1
11233,08-02-2013,8.99,6.9223,5,1
11635,08-02-2013,35,13.09,1,1
11635,08-02-2013,4.99,1.8663,2,1
11620,08-02-2013,4.99,1.8663,1,1
11620,08-02-2013,35,13.09,2,1
11620,08-02-2013,2.29,0.8565,3,1
11212,08-02-2013,4.99,1.8663,1,1
11212,08-02-2013,35,13.09,2,1
11212,08-02-2013,2.29,0.8565,3,1
11691,08-02-2013,35,13.09,1,1
11691,08-02-2013,21.98,8.2205,2,1
11691,08-02-2013,8.99,3.3623,3,1
11637,08-02-2013,35,13.09,1,1
11637,08-02-2013,2.29,0.8565,2,1
12643,08-02-2013,8.99,6.9223,1,1
16888,08-02-2013,1700.99,1082.51,1,1
16888,08-02-2013,53.99,41.5723,2,1
13060,08-02-2013,564.99,308.2179,1,1
13060,08-02-2013,21.98,8.2205,2,1
13060,08-02-2013,9.99,3.7363,3,1
13060,08-02-2013,4.99,1.8663,4,1
13060,08-02-2013,24.49,9.1593,5,1
11307,08-02-2013,2319.99,1265.6195,1,1
11307,08-02-2013,21.98,8.2205,2,1
11307,08-02-2013,34.99,13.0863,3,1
11307,08-02-2013,8.99,3.3623,4,1
11531,08-02-2013,2294.99,1251.9813,1,1
11531,08-02-2013,2.29,0.8565,2,1
11243,08-02-2013,742.35,461.4448,1,1
11243,08-02-2013,8.99,3.3623,2,1
11243,08-02-2013,4.99,1.8663,3,1
11243,08-02-2013,53.99,41.5723,4,1
17983,08-02-2013,1214.85,755.1508,1,1
17983,08-02-2013,8.99,6.9223,2,1
14101,08-02-2013,769.49,419.7784,1,1
14101,08-02-2013,69.99,26.1763,2,1
18701,08-02-2013,1700.99,1082.51,1,1
18701,08-02-2013,53.99,41.5723,2,1
18701,08-02-2013,24.49,9.1593,3,1
11457,08-02-2013,2294.99,1251.9813,1,1
11457,08-02-2013,4.99,1.8663,2,1
11457,08-02-2013,9.99,3.7363,3,1
11457,08-02-2013,49.99,38.4923,4,1
22328,08-02-2013,539.99,343.6496,1,1
22328,08-02-2013,8.99,3.3623,2,1
22275,08-02-2013,539.99,343.6496,1,1
22275,08-02-2013,21.49,8.0373,2,1
22275,08-02-2013,53.99,41.5723,3,1
19409,08-02-2013,1120.49,713.0798,1,1
19409,08-02-2013,53.99,41.5723,2,1
19409,08-02-2013,8.99,6.9223,3,1
19531,08-02-2013,1120.49,713.0798,1,1
19531,08-02-2013,34.99,13.0863,2,1
19531,08-02-2013,24.49,9.1593,3,1
23225,08-02-2013,1120.49,713.0798,1,1
23225,08-02-2013,24.99,9.3463,2,1
23225,08-02-2013,3.99,1.4923,3,1
23225,08-02-2013,34.99,13.0863,4,1
29398,08-02-2013,539.99,343.6496,1,1
29398,08-02-2013,24.49,9.1593,2,1
22462,08-02-2013,539.99,343.6496,1,1
22462,08-02-2013,8.99,3.3623,2,1
22462,08-02-2013,4.99,1.8663,3,1
12316,08-02-2013,2384.07,1481.9379,1,1
17964,08-02-2013,1214.85,755.1508,1,1
16713,08-02-2013,2443.35,1554.9479,1,1
16713,08-02-2013,4.99,1.8663,2,1
16713,08-02-2013,8.99,3.3623,3,1
16713,08-02-2013,54.99,20.5663,4,1
11406,09-02-2013,2319.99,1265.6195,1,1
11406,09-02-2013,21.98,8.2205,2,1
11406,09-02-2013,9.99,3.7363,3,1
11406,09-02-2013,4.99,1.8663,4,1
11406,09-02-2013,8.99,6.9223,5,1
11414,09-02-2013,2319.99,1265.6195,1,1
11414,09-02-2013,35,13.09,2,1
11414,09-02-2013,34.99,13.0863,3,1
11414,09-02-2013,8.99,6.9223,4,1
11953,09-02-2013,8.99,3.3623,1,1
11953,09-02-2013,4.99,1.8663,2,1
11953,09-02-2013,8.99,6.9223,3,1
11176,09-02-2013,34.99,13.0863,1,1
11176,09-02-2013,24.49,9.1593,2,1
11276,09-02-2013,34.99,13.0863,1,1
11113,09-02-2013,4.99,1.8663,1,1
11113,09-02-2013,24.99,9.3463,2,1
11113,09-02-2013,21.98,8.2205,3,1
18885,09-02-2013,21.49,8.0373,1,1
18885,09-02-2013,3.99,1.4923,2,1
18885,09-02-2013,34.99,13.0863,3,1
18885,09-02-2013,49.99,38.4923,4,1
21382,09-02-2013,69.99,26.1763,1,1
15579,09-02-2013,9.99,3.7363,1,1
13138,09-02-2013,54.99,20.5663,1,1
22620,09-02-2013,8.99,6.9223,1,1
22620,09-02-2013,564.99,308.2179,2,1
19455,09-02-2013,2443.35,1554.9479,1,1
19455,09-02-2013,34.99,13.0863,2,1
17975,09-02-2013,769.49,419.7784,1,1
17975,09-02-2013,49.99,38.4923,2,1
16324,09-02-2013,769.49,419.7784,1,1
16324,09-02-2013,4.99,1.8663,2,1
16324,09-02-2013,29.99,11.2163,3,1
16324,09-02-2013,34.99,13.0863,4,1
11223,09-02-2013,3.99,1.4923,1,1
11223,09-02-2013,34.99,13.0863,2,1
11331,09-02-2013,24.99,9.3463,1,1
11331,09-02-2013,2.29,0.8565,2,1
11820,09-02-2013,3.99,1.4923,1,1
11820,09-02-2013,21.49,8.0373,2,1
11820,09-02-2013,34.99,13.0863,3,1
27996,09-02-2013,4.99,1.8663,1,1
27996,09-02-2013,54.99,20.5663,2,1
27996,09-02-2013,7.95,2.9733,3,1
11331,09-02-2013,4.99,1.8663,1,1
11331,09-02-2013,54.99,20.5663,2,1
11642,09-02-2013,24.49,9.1593,1,1
11642,09-02-2013,24.99,9.3463,2,1
16097,09-02-2013,32.6,12.1924,1,1
16097,09-02-2013,3.99,1.4923,2,1
22090,09-02-2013,29.99,11.2163,1,1
22090,09-02-2013,2.29,0.8565,2,1
13095,09-02-2013,4.99,1.8663,1,1
13095,09-02-2013,29.99,11.2163,2,1
13095,09-02-2013,34.99,13.0863,3,1
22052,09-02-2013,9.99,3.7363,1,1
22052,09-02-2013,4.99,1.8663,2,1
16005,09-02-2013,69.99,26.1763,1,1
18967,09-02-2013,69.99,26.1763,1,1
18967,09-02-2013,53.99,41.5723,2,1
18967,09-02-2013,8.99,6.9223,3,1
27283,09-02-2013,69.99,26.1763,1,1
27283,09-02-2013,49.99,38.4923,2,1
18384,09-02-2013,4.99,1.8663,1,1
18384,09-02-2013,34.99,13.0863,2,1
18384,09-02-2013,63.5,23.749,3,1
18687,09-02-2013,24.49,9.1593,1,1
18687,09-02-2013,69.99,26.1763,2,1
27420,09-02-2013,69.99,26.1763,1,1
15414,09-02-2013,4.99,1.8663,1,1
15469,09-02-2013,4.99,1.8663,1,1
15469,09-02-2013,34.99,13.0863,2,1
15330,09-02-2013,4.99,1.8663,1,1
15330,09-02-2013,34.99,13.0863,2,1
13848,09-02-2013,21.98,8.2205,1,1
13848,09-02-2013,9.99,3.7363,2,1
13848,09-02-2013,4.99,1.8663,3,1
13848,09-02-2013,24.49,9.1593,4,1
17105,09-02-2013,4.99,1.8663,1,1
17105,09-02-2013,34.99,13.0863,2,1
19327,09-02-2013,4.99,1.8663,1,1
17092,09-02-2013,29.99,11.2163,1,1
17092,09-02-2013,4.99,1.8663,2,1
17092,09-02-2013,2.29,0.8565,3,1
25627,09-02-2013,3.99,1.4923,1,1
25627,09-02-2013,34.99,13.0863,2,1
25627,09-02-2013,8.99,6.9223,3,1
24141,09-02-2013,4.99,1.8663,1,1
24141,09-02-2013,2.29,0.8565,2,1
24141,09-02-2013,7.95,2.9733,3,1
13815,09-02-2013,28.99,10.8423,1,1
13815,09-02-2013,4.99,1.8663,2,1
17601,09-02-2013,21.98,8.2205,1,1
17601,09-02-2013,9.99,3.7363,2,1
17601,09-02-2013,4.99,1.8663,3,1
17601,09-02-2013,54.99,20.5663,4,1
17601,09-02-2013,63.5,23.749,5,1
13339,09-02-2013,21.98,8.2205,1,1
13339,09-02-2013,8.99,3.3623,2,1
13854,09-02-2013,769.49,419.7784,1,1
13854,09-02-2013,29.99,11.2163,2,1
13854,09-02-2013,4.99,1.8663,3,1
11016,09-02-2013,2294.99,1251.9813,1,1
11016,09-02-2013,35,13.09,2,1
11016,09-02-2013,2.29,0.8565,3,1
11618,09-02-2013,2319.99,1265.6195,1,1
11618,09-02-2013,9.99,3.7363,2,1
11618,09-02-2013,4.99,1.8663,3,1
11618,09-02-2013,34.99,13.0863,4,1
11675,09-02-2013,2319.99,1265.6195,1,1
12052,09-02-2013,2319.99,1265.6195,1,1
12052,09-02-2013,35,13.09,2,1
12052,09-02-2013,2.29,0.8565,3,1
11946,09-02-2013,539.99,294.5797,1,1
11946,09-02-2013,9.99,3.7363,2,1
11946,09-02-2013,4.99,1.8663,3,1
28673,09-02-2013,742.35,461.4448,1,1
28673,09-02-2013,34.99,13.0863,2,1
28673,09-02-2013,24.49,9.1593,3,1
23172,09-02-2013,1214.85,755.1508,1,1
23172,09-02-2013,8.99,3.3623,2,1
23172,09-02-2013,4.99,1.8663,3,1
23172,09-02-2013,2.29,0.8565,4,1
21332,09-02-2013,539.99,343.6496,1,1
21332,09-02-2013,3.99,1.4923,2,1
21332,09-02-2013,21.49,8.0373,3,1
21332,09-02-2013,2.29,0.8565,4,1
21309,09-02-2013,1120.49,713.0798,1,1
21309,09-02-2013,53.99,41.5723,2,1
21309,09-02-2013,8.99,6.9223,3,1
19405,09-02-2013,1120.49,713.0798,1,1
19405,09-02-2013,49.99,38.4923,2,1
16514,10-02-2013,1120.49,713.0798,1,1
16514,10-02-2013,53.99,41.5723,2,1
16514,10-02-2013,8.99,6.9223,3,1
12123,10-02-2013,2319.99,1265.6195,1,1
12123,10-02-2013,21.98,8.2205,2,1
12123,10-02-2013,9.99,3.7363,3,1
11793,10-02-2013,34.99,13.0863,1,1
13668,10-02-2013,24.99,9.3463,1,1
13668,10-02-2013,2.29,0.8565,2,1
11115,10-02-2013,24.99,9.3463,1,1
11115,10-02-2013,2.29,0.8565,2,1
15720,10-02-2013,24.99,9.3463,1,1
15720,10-02-2013,2.29,0.8565,2,1
15720,10-02-2013,7.95,2.9733,3,1
20460,10-02-2013,21.49,8.0373,1,1
20255,10-02-2013,21.49,8.0373,1,1
20255,10-02-2013,53.99,41.5723,2,1
22167,10-02-2013,69.99,26.1763,1,1
22167,10-02-2013,53.99,41.5723,2,1
11965,10-02-2013,3.99,1.4923,1,1
11965,10-02-2013,53.99,41.5723,2,1
11965,10-02-2013,8.99,6.9223,3,1
12370,10-02-2013,2.29,0.8565,1,1
15631,10-02-2013,769.49,419.7784,1,1
15631,10-02-2013,29.99,11.2163,2,1
15631,10-02-2013,2.29,0.8565,3,1
20861,10-02-2013,769.49,419.7784,1,1
20861,10-02-2013,21.98,8.2205,2,1
20861,10-02-2013,9.99,3.7363,3,1
20861,10-02-2013,4.99,1.8663,4,1
11176,10-02-2013,21.49,8.0373,1,1
11176,10-02-2013,2.29,0.8565,2,1
26123,10-02-2013,24.99,9.3463,1,1
26123,10-02-2013,4.99,1.8663,2,1
26123,10-02-2013,34.99,13.0863,3,1
21252,10-02-2013,4.99,1.8663,1,1
21252,10-02-2013,24.99,9.3463,2,1
11176,10-02-2013,24.99,9.3463,1,1
11176,10-02-2013,4.99,1.8663,2,1
11176,10-02-2013,49.99,38.4923,3,1
22055,10-02-2013,9.99,3.7363,1,1
22055,10-02-2013,4.99,1.8663,2,1
22055,10-02-2013,8.99,6.9223,3,1
14582,10-02-2013,4.99,1.8663,1,1
14582,10-02-2013,9.99,3.7363,2,1
28631,10-02-2013,69.99,26.1763,1,1
28631,10-02-2013,49.99,38.4923,2,1
28631,10-02-2013,24.49,9.1593,3,1
28101,10-02-2013,8.99,6.9223,1,1
28101,10-02-2013,69.99,26.1763,2,1
14359,10-02-2013,69.99,26.1763,1,1
14359,10-02-2013,8.99,3.3623,2,1
23682,10-02-2013,4.99,1.8663,1,1
23682,10-02-2013,54.99,20.5663,2,1
14901,10-02-2013,4.99,1.8663,1,1
14901,10-02-2013,2.29,0.8565,2,1
24415,10-02-2013,4.99,1.8663,1,1
14644,10-02-2013,4.99,1.8663,1,1
14644,10-02-2013,2.29,0.8565,2,1
18145,10-02-2013,21.98,8.2205,1,1
18145,10-02-2013,49.99,38.4923,2,1
19277,10-02-2013,4.99,1.8663,1,1
19277,10-02-2013,34.99,13.0863,2,1
13596,10-02-2013,9.99,3.7363,1,1
21003,10-02-2013,3.99,1.4923,1,1
21003,10-02-2013,21.49,8.0373,2,1
21003,10-02-2013,24.49,9.1593,3,1
14156,10-02-2013,28.99,10.8423,1,1
14156,10-02-2013,4.99,1.8663,2,1
25547,10-02-2013,3.99,1.4923,1,1
27002,10-02-2013,3.99,1.4923,1,1
27002,10-02-2013,34.99,13.0863,2,1
14814,10-02-2013,4.99,1.8663,1,1
14814,10-02-2013,28.99,10.8423,2,1
11404,10-02-2013,28.99,10.8423,1,1
11404,10-02-2013,4.99,1.8663,2,1
17786,10-02-2013,4.99,1.8663,1,1
17786,10-02-2013,34.99,13.0863,2,1
11065,10-02-2013,35,13.09,1,1
11065,10-02-2013,2.29,0.8565,2,1
11065,10-02-2013,159,59.466,3,1
12837,10-02-2013,4.99,1.8663,1,1
11231,10-02-2013,4.99,1.8663,1,1
11231,10-02-2013,35,13.09,2,1
11231,10-02-2013,21.98,8.2205,3,1
11500,10-02-2013,35,13.09,1,1
11500,10-02-2013,4.99,1.8663,2,1
11500,10-02-2013,34.99,13.0863,3,1
11500,10-02-2013,8.99,3.3623,4,1
13275,10-02-2013,21.98,8.2205,1,1
18986,10-02-2013,21.98,8.2205,1,1
18986,10-02-2013,34.99,13.0863,2,1
12367,10-02-2013,49.99,38.4923,1,1
11831,10-02-2013,2319.99,1265.6195,1,1
11831,10-02-2013,34.99,13.0863,2,1
11227,10-02-2013,2294.99,1251.9813,1,1
11227,10-02-2013,21.98,8.2205,2,1
11227,10-02-2013,4.99,1.8663,3,1
11227,10-02-2013,9.99,3.7363,4,1
11329,10-02-2013,2319.99,1265.6195,1,1
26667,10-02-2013,539.99,343.6496,1,1
26667,10-02-2013,8.99,3.3623,2,1
26667,10-02-2013,4.99,1.8663,3,1
26667,10-02-2013,53.99,41.5723,4,1
19766,10-02-2013,539.99,343.6496,1,1
19766,10-02-2013,4.99,1.8663,2,1
19766,10-02-2013,8.99,3.3623,3,1
19766,10-02-2013,34.99,13.0863,4,1
21647,10-02-2013,539.99,343.6496,1,1
21647,10-02-2013,8.99,3.3623,2,1
21647,10-02-2013,4.99,1.8663,3,1
21647,10-02-2013,54.99,20.5663,4,1
19402,10-02-2013,1120.49,713.0798,1,1
19402,10-02-2013,8.99,3.3623,2,1
19402,10-02-2013,4.99,1.8663,3,1
19402,10-02-2013,120,44.88,4,1
19529,10-02-2013,1120.49,713.0798,1,1
19529,10-02-2013,8.99,3.3623,2,1
19529,10-02-2013,4.99,1.8663,3,1
19529,10-02-2013,34.99,13.0863,4,1
25616,10-02-2013,539.99,343.6496,1,1
21030,10-02-2013,539.99,343.6496,1,1
21061,10-02-2013,539.99,343.6496,1,1
21061,10-02-2013,8.99,3.3623,2,1
21061,10-02-2013,4.99,1.8663,3,1
21061,10-02-2013,53.99,41.5723,4,1
14940,10-02-2013,2384.07,1481.9379,1,1
14940,10-02-2013,34.99,13.0863,2,1
